[-7.0, -6.5]
[-4.65712316742882, -2.448587380730243]
[-6.137616048571076, 1.5739786636620388]
[-4.596630901916125, -5.78834384222348]
[-4.780875596491198, 1.591375304887949]
[-5.942548758006425, -3.2748996976162337]
[-8.209182553308086, 2.5439213729330676]
[-5.154476717501482, -7.429142422063426]
[-4.59824420542896, -4.755585962391702]
[-6.045604830295229, -3.3130914858626785]
[-4.390831386518327, 1.1478807661183879]
[-4.3670051104135075, 1.117411721399115]
[-4.6083540133277365, -3.4849634090730324]
[-4.633638077741992, -7.1270727539814915]
[-4.394387598897748, 1.172167561082403]
[-4.271009548203557, 1.087743745155198]
[-7.649845698887176, -5.872622149129241]
[-4.0657332649092615, 2.279231358235282]
[-4.309543920279705, 3.7106397755076657]
[-4.615398266293119, -4.179021063812208]
[-4.118031146937732, 2.2320496093733544]
[-7.584831563625979, 0.3380698244323299]
[-4.068286105195517, 3.886532089521278]
[-4.062624586121976, 5.396487316511547]
[-3.967370474652777, 6.532400725125696]
[-6.145606614012963, -6.249139376236196]
[-8.223221895800377, -7.075456117300844]
[-4.682574678068939, -5.991717932258456]
[-4.038869296920888, 3.5398167603534128]
[-5.082706987111283, 4.13397833873969]
[-3.4193590346905665, 4.334355973604582]
[-4.760503435753019, -4.051953604689866]
[-4.830155047508699, 1.4313485225211116]
[-4.6051812012104065, -5.971047987190598]
[-4.233510388050027, 1.3576915505396678]
[-4.959272877788468, 4.323126302252872]
[-5.800560687304177, -3.421327772646928]
[-3.7471080510775137, 4.452469992958798]
[-4.403452969955215, 1.3300116455131485]
[-2.345700588291988, 4.344341054147427]
[-2.4940174879644674, 4.529564221736117]
[-0.6313948320846071, 4.028132406082644]
[-1.0463253522034384, 2.5063809865958224]
[-5.152197743485256, -2.949651150209584]
[-0.518269754488682, 1.137571573079678]
[-2.1255932275188583, 1.7952891566039046]
[-5.457045617691949, -0.46422032835320554]
[-0.6835133841255021, 1.3037098094066186]
[-1.9665144065461608, 4.372056383177529]
[-6.828332942649349, 2.37131212777983]
[0.28590857925030466, 0.1671746825221438]
[0.37032347839366503, 0.01847628800251529]
[-5.276383298126293, -7.549906977945199]
[-0.5705218373560826, 1.4376932574116377]
[-7.774966672947525, 0.7779042782462559]
[-6.228566336723691, -2.4809685235956214]
[-4.812770552827205, 0.006207419257625994]
[-1.7792856028055068, 2.473822936273488]
[-5.627726129688392, 1.2756062999024647]
[-1.4030598450094227, 3.9352258450033593]
[-0.39961840168886537, 0.7293743067807313]
[0.7599529858258006, -1.5214581067658999]
[-1.1103289724547123, 3.095708540809952]
[-4.6457433109090704, -1.839365655316799]
[-1.2460906402392486, 3.842680700502327]
[-5.786640152690071, -7.5887598936801055]
[-8.649242011147823, 3.0063243445440326]
[-0.5692615261790336, 0.5323055211784599]
[-0.25806630404620357, 0.45647391375672164]
[0.19108553953834925, -2.4792833867470727]
[-1.3433958304206917, 0.7193917812403801]
[0.6746612930205603, -4.030458782185479]
[-0.34104514098352556, 4.593264378651563]
[-7.697502032244113, -4.623037352886319]
[-7.987269417581421, 1.7398048345289374]
[-5.068481577349685, 1.041870235452497]
[-0.24214214675222231, 4.9970672416150785]
[-9.102383378436997, -7.562383168458192]
[-7.096565232800064, -1.3878371394027864]
[-6.206321615117284, -3.3106965343813592]
[-4.8243953041264795, 0.01872514907508818]
[-1.29736138654782, 3.9918461984230347]
[-3.9355832498551173, 6.534482600193881]
[0.23011674572439722, -5.418279156512955]
[-0.47168474030426866, 0.39731637076023535]
[0.04388196407509103, -3.9893546286698265]
[-5.703548476551467, -4.025817879719888]
[-0.03096105262214087, 0.9954668610219463]
[-5.71590422949604, 5.355319719091723]
[-4.448901617758967, 3.40046648608092]
[-6.925951944314787, -7.3657850790032935]
[-8.53842194942575, 1.4356704944160656]
[-0.7338847426958569, 6.3677174368024865]
[-8.243218723879016, -6.65045680446237]
[0.6846337883652969, -4.0484574514294795]
[-8.334598160957027, 2.630025118929152]
[0.13001530366275485, -2.6079247600238484]
[-5.768367574130279, 5.431724872393824]
[-0.8903131978080248, 2.043653518572396]
[0.321964704680153, -5.701915054597412]
[-1.113145848291306, -0.06431283459047571]
[1.170691539157179, -2.628689592723254]
[0.022194087913920732, 6.479862859106869]
[1.8052240603758118, -1.9235728456212915]
[-0.1774599272482959, 1.7098654591691131]
[1.460203525938987, -1.8199750732582096]
[-5.102047179686695, 6.358600669396366]
[-1.114382114618286, -1.5550673809803859]
[3.1120823218104974, -0.5094208629230874]
[-8.343320768992596, -1.6347451809394171]
[-0.45160150659166676, -4.349059022548014]
[2.748759936968534, -1.3452475563630255]
[1.3652066570435502, -1.6758613312941573]
[0.17414878334132178, -1.150058426419789]
[-4.82824485021823, 2.8827491317815572]
[-0.24466162490699025, -4.214897689535507]
[-0.8684275080978499, -1.628169173982501]
[-9.024465712383503, -0.2824126764011502]
[2.8337252242280933, -1.1408119496695737]
[-0.5580342161029007, 4.511305951020177]
[0.5954434488866581, -4.370707484260681]
[-9.057333765233956, 1.53241799709957]
[1.5800389264247616, -6.359508970570937]
[-0.33239976107871977, 4.609940486875745]
[-6.010817379673043, -1.330993180124285]
[-3.3283444355220695, 0.9113534866254909]
[2.5453540093111657, -1.9402122278510983]
[-0.22427554807216574, -2.5853567451375623]
[-2.1546040416751366, 1.8329687178800351]
[0.5204702326678523, -5.78152239969335]
[-5.978453580821752, 5.0906204882955395]
[-0.42477394803883184, -1.0632594082885645]
[2.2561364561749375, -1.680337262478193]
[-1.961636980844376, 5.453533462115209]
[3.1718553104559586, -6.364407731931173]
[-8.298244341243969, -1.3804565011449537]
[0.024482263308878767, -5.765834363652065]
[3.128242900877697, 0.39085048392698807]
[-0.8486619137422847, 2.1619434552802668]
[0.3152386334339501, 6.478841050614564]
[-7.559040994521562, 0.7045024106760656]
[4.3576129194773, -7.3717329694992575]
[-6.858166089631596, 2.40578753505354]
[-0.4215291678420513, -4.258988542949161]
[0.4218164763694024, 6.658435333421827]
[2.9658637925356093, 0.5914895846753979]
[-0.2823131101876934, -5.8063617293154195]
[3.5841475799543967, -6.380732954274726]
[3.1147680163076585, -1.8249294210576716]
[-5.878771216452155, 4.374927450436755]
[0.14367659505990352, 4.920750741578491]
[-2.373028421105592, 2.092527939529185]
[3.5989745232877057, -0.5894662776182108]
[-0.18694870064999142, -3.910103467355722]
[-4.630027715431224, -4.252087216730582]
[-7.66207882854301, 1.237908347864016]
[0.6598119280490048, 5.980940245984882]
[4.231076304680525, -4.972467558356804]
[-8.877079058231747, 1.636054270171372]
[-6.9319364818643, -4.985454352938169]
[-4.5852158921138635, -1.48368320964436]
[3.6945196078484, -0.4782856922228172]
[-4.955570282905007, 1.2741292394629338]
[-0.6985822326363564, -2.7511578714132114]
[3.0623271630022684, -7.618507788081557]
[-0.672399606023655, -4.103554806461145]
[1.6824780330411968, -2.0987323819870176]
[3.8366777388614177, -1.2413302210115518]
[0.6078922969325398, 3.5603909338107824]
[-9.058583801854741, -1.2106195766939347]
[3.0599363294493966, 0.555635549166761]
[3.4914660797055133, 0.0695331601981152]
[4.297567372841181, 0.2416013512151006]
[0.5828083642013454, -7.006209041393436]
[0.6080894588566077, 3.560499363700879]
[-4.402440712915039, 5.578631250933675]
[3.104537323912107, -1.880931681962285]
[-0.7882240682698334, 3.7210980802515223]
[3.8607908983710484, -1.6961777265814069]
[1.1866015533767218, -4.1345915739843715]
[-0.2200868897960577, -4.483753548848806]
[1.6813930892737916, 1.5764627350395157]
[3.4090452075829574, -2.967657675128005]
[-5.913582045288727, 5.044384296057571]
[-6.489356431667048, 5.719733581957612]
[-9.10516395291066, 4.468528796378898]
[2.0261718192819393, -2.5411723566158937]
[-4.639133912951474, -4.943915469184186]
[5.713590343619454, 0.7917930715769135]
[-5.235530434761782, 1.4932028554347918]
[-6.988968951795073, 6.21591329518679]
[3.147943327684532, -7.321297331521297]
[-6.7755332210944665, 2.469268424119621]
[-0.3571829962139938, -2.585831880080967]
[3.16976739287986, 0.4651553599460112]
[0.02628924955318381, -7.550290968932923]
[-1.9639112301061143, 4.414205263424869]
[-8.044154706935947, -3.379516239663832]
[4.524500045150871, 0.399236868623845]
[3.2970780093420125, -2.7960161863903763]
[-6.694482151389442, 6.0984824952825125]
[4.677899362729397, -4.187024680229758]
[-3.3824510204220837, 2.3311218072144815]
[5.019503227278571, 1.4569395033405677]
[-0.7741696965494272, 2.6188043024456302]
[-7.4212723355144385, 6.34356897636324]
[-4.538588818554945, -3.773900352252785]
[2.7579240882486813, -5.00078894892083]
[-1.530382114396705, 5.825981077181379]
[-5.868865519686864, -1.5757179000992658]
[5.536364638464317, 1.906549861999399]
[-0.683696834354285, 1.4119253462141401]
[3.613582585644578, -3.4677537162169916]
[4.926735637116693, -3.985634626171838]
[-3.5464175738445056, 3.8515683728000174]
[5.72609327535778, -3.3598663567872777]
[4.194167493271894, -5.695860586986272]
[4.367838565277415, 1.3185231413939156]
[-2.949364897180444, 0.9453413016038085]
[4.844866913238087, -0.539942964677813]
[-5.539667814296379, 2.552643953746697]
[-5.502520891497732, -1.5284390586327696]
[5.76749337681123, -7.065460382237122]
[-8.948026108357503, 2.5503684690957793]
[-4.594826806364933, -4.751044502619789]
[-0.6734530619481367, -0.36914115810363873]
[4.961623960163024, 0.5562565570093164]
[2.907597817976526, 2.054813368481847]
[0.16706564545783728, 6.087548184534641]
[3.5068876091606045, 1.3981711728692823]
[4.909054747420988, -7.41041090618572]
[-6.131560595159459, -6.814393347632608]
[7.2153468838568084, -6.417072281316132]
[-7.6383860246369775, 2.080910193352509]
[-1.0118985568212664, 0.6359676488439104]
[2.897569848022077, -0.0011705031850437536]
[5.815196049847389, 2.22513444241367]
[3.239426569385708, -0.050281324035509195]
[5.153536077952974, -4.412748120970031]
[-4.246846801723379, 3.423075980544434]
[-0.34772790642398094, 6.004608148114766]
[5.822602317048795, -5.741217715317765]
[2.068215890130378, -3.668630935358588]
[0.8852332964416093, -0.18988487978645674]
[2.452074447839211, -3.2472282600043303]
[2.2902265088452296, 3.051212156230979]
[-7.743571309800093, 1.827057854329686]
[3.799350880209492, 0.13576198565229128]
[5.008915111382072, 0.5757822967372811]
[4.84485416722669, -0.5399180690550233]
[3.6980796352161707, 2.9443354197928433]
[-0.8285329766495529, 6.201865469062473]
[-0.9111339228923562, 6.612247809775378]
[2.8202339864429034, -1.13426821464981]
[1.6222415484283839, 2.903190169272942]
[5.132098907860022, 2.3823104338803827]
[3.517433457986564, -2.969238311373887]
[-2.7983664769807906, 3.538708195946536]
[5.006539467593548, -0.6957253893659521]
[4.4590482473078685, 2.3799240615643247]
[-5.80111079568025, -1.4487141531855339]
[5.6092381633791595, -3.1777219309672122]
[4.662807038446557, -0.3190923454127698]
[7.215524345595301, -6.417112874170589]
[-5.943233218180623, 3.71695590193335]
[5.6636338271503845, -2.1042544685443443]
[5.871688133036691, 2.1829153339785954]
[3.899754551334213, -1.3268418192446048]
[-0.3914732617437438, 6.192552292837389]
[3.260160025799643, -5.740894270570842]
[5.130984758410819, 1.3005370832758987]
[5.017400960034661, 2.2257552618852987]
[5.73329986382667, -1.679772500631759]
[4.768003290884519, -0.585171837016951]
[-3.9032786573285607, 0.8884031065656116]
[-2.5022476856071365, 2.1829780969068326]
[-5.2966196298953365, 2.5858113917817844]
[-1.0502780475454354, 0.024777753059542752]
[-1.6039559285167964, 4.452683237268145]
[0.1988412088449778, -0.7331507723849107]
[-7.125049552046399, 1.617795446338799]
[1.2806819324821184, -2.496835323433063]
[0.14988557293497215, 6.333814923678857]
[-5.764079517703048, -1.5369626910152856]
[-1.5107053572475566, -5.583367769350859]
[5.690242837941491, 2.7826445645626525]
[0.18500848105766335, 6.434736285410801]
[2.939266735295441, -1.240999347352427]
[5.748577593688615, 1.4031014440636163]
[6.130432851909327, 4.132420179894753]
[3.447991818365909, -6.455068257629682]
[6.397132600614873, 3.9175423580264277]
[7.563555524900406, 2.57031311012139]
[6.500825164611275, 2.7014684490109144]
[1.7148565497259791, 1.9118085743990705]
[2.8141773970241872, 2.9515108205306078]
[7.638840197613471, -7.402689845501315]
[2.7734017495049286, 0.5688348288413103]
[-0.6763413380930992, -2.565609915598089]
[6.1522450696669395, -6.283665319603867]
[-4.307006142017839, 5.168652243938776]
[5.855118036034567, 3.836635720319027]
[5.31073156945642, -3.094022592381586]
[-0.08297273357130372, -0.6634366637100304]
[8.466779112015939, -7.2144409290515705]
[3.116171820154755, -3.384410063238195]
[-5.6315943761285, 3.324782457970429]
[7.696733215885704, -7.285056663980508]
[-3.333282104990354, 6.447428445184119]
[-1.7687760721992258, 2.4868847211033476]
[9.28520618545712, -6.827741196590126]
[6.5383159799637385, 2.999037059779949]
[5.453009494719222, -3.979527711044456]
[8.195283043796566, 1.2729834460884022]
[7.526762481266475, 2.65594093431099]
[5.263552873743811, 3.264249289883337]
[5.450738686721771, -0.17305609783442233]
[7.947659617282737, 2.9172538546136217]
[6.582427396480527, 3.4444061482982717]
[5.182421443531575, -0.8742258300397219]
[6.683977150762067, 5.196966054293714]
