[-7.0, -6.5]
[-4.367414405087818, 1.1469362679618473]
[-4.623688557891999, -3.553437735042445]
[-5.787283624151799, 4.226822116790658]
[-5.541075248201348, -2.5286100543040977]
[-5.780171700927762, 2.2880478216765106]
[-4.571798624091781, 0.9278540929542014]
[-5.850652795033369, -2.684349541906659]
[-6.567355837267969, -7.210656020889197]
[-5.013911600769638, 6.054937791318562]
[-6.7982514957502, 4.843648780835691]
[-4.972971785533476, 6.576405039858392]
[-5.200075250295514, 5.064475225099472]
[-5.498521891812832, 5.315380652861734]
[-6.5134382075000214, -3.992367771944089]
[-5.0081908846541, 5.237389094327415]
[-4.716308811624346, 6.237253470889057]
[-5.328405804477203, 1.954302189659939]
[-4.610256035027297, -3.8660709444672814]
[-7.5246403553408525, 6.546445610535314]
[-5.486287294449894, 4.333405227663608]
[-5.976594578974276, -2.15917895801417]
[-6.124315781906117, 0.2847327058196287]
[-4.583277087766096, -1.8740389445843515]
[-5.280299901893843, -7.585007139713353]
[-5.741295053129481, 4.699044522384528]
[-6.8539759111191865, -1.1582022683831898]
[-5.350155978349619, -5.764932466638036]
[-6.127281362965617, -3.942124860533851]
[-4.64382350709895, -4.875520737567035]
[-4.573203814293009, -7.428463491694063]
[-5.541588970101405, -1.527033676017524]
[-4.6392276557969, -3.001765472837859]
[-5.0693400361912495, 4.835311791820516]
[-4.960301097349699, 4.598766317181826]
[-5.111083641913347, -5.65040828749012]
[-4.585397917534788, 1.510585664781977]
[-4.584188604924951, -3.9356002445135903]
[-5.7519524267280255, -4.252001235972192]
[-5.451716676033729, -4.007854739927931]
[-5.020817434238, -6.481945252302164]
[-4.097054763465324, 4.61165951741347]
[-5.472391288909138, -3.9296168474679347]
[-3.4887416676623486, 2.327754118465794]
[-5.180577911188497, 5.097183861016367]
[-5.894261153429348, -0.6247616511153806]
[-4.753611785039216, -5.502496514375874]
[-6.350998877312406, -7.486676577069306]
[-6.116484813291728, 1.7951451762944368]
[-2.3256657100389817, 2.0821599721149955]
[-2.166815099358424, 2.1132566132601727]
[-2.177846380838141, 0.91085678490174]
[-6.646197403731054, -5.245204375114409]
[-1.056691031698692, 0.056598741288540415]
[-1.4464388343139207, 1.5200436710566088]
[-4.733882655194043, -5.235262289010261]
[-3.8019966690372806, 1.8473136427960801]
[-4.544610509044612, -3.491084472864437]
[-2.5886584311629486, 4.641394207572845]
[-3.6432296718860093, 3.76872924542635]
[-5.269182079385551, 4.518485625007809]
[-0.7791193525112382, 1.4054314317709018]
[-4.655207202205273, -7.491336777534495]
[0.5988140288141904, 2.0830129982059633]
[-0.1281622327963878, 0.9887662465544464]
[-5.407536793726796, -7.530963838145946]
[-4.848381609105648, -6.385728777404417]
[-7.415013855572097, -6.949748287256139]
[-0.5887551194842818, 1.0805441121996637]
[-4.5634754375396085, -3.628871781108309]
[-4.5516083240493534, -6.1201248137604995]
[0.8687711758148893, 0.9736310183411029]
[-2.7377284347782984, 4.678182941344737]
[-5.783636765959153, -3.816585352508353]
[-7.468354869678669, 4.488059144025798]
[-4.553615121007597, -7.513931197093161]
[-6.646593081873765, 1.2772878186257486]
[-1.02767098983606, 0.020461541174635688]
[-8.526061868057035, -2.5232162609105835]
[-2.4725471954274854, 5.9622943097823855]
[-6.284364379932412, 0.85544932248347]
[-5.858856247221751, 4.969167873425725]
[-0.8406010223070011, -1.6590896621356253]
[-1.1580668945350003, 4.889711828664182]
[0.20506894364767725, 2.5410611650419273]
[-6.983111226944007, 2.3327714247666416]
[0.1779176318154302, -0.7165153918091305]
[-2.288463134375947, 3.916266626586128]
[0.9464532427466955, -1.4529859804909249]
[-5.2204325152937745, 0.27920228813129155]
[0.8964915880854474, -1.293841888699471]
[-0.3352210037515716, 6.1915782360090095]
[-4.363372122002351, 5.083031674179101]
[-8.986813074421937, -2.9094260314958946]
[1.432223320902446, -2.529891688106362]
[-0.8812533717817702, 4.994735859364902]
[2.4479206893644347, -1.4123738372664871]
[3.287350755624724, -0.12613177343941212]
[-8.956875948943816, -1.0917696899266391]
[-3.4665246813283956, 2.3062627384495835]
[-4.70320997825246, -5.3807436330831795]
[-4.560854222902031, 5.565769307625379]
[3.6465479983351754, 1.3314662762766363]
[3.9564491562774906, 2.663960797406738]
[0.6529462531759245, -3.258235426785626]
[0.9312933889563391, -4.0349133146252525]
[-4.239171301352072, 1.1852635895647454]
[0.610687462608165, -2.5512299599742545]
[-4.053939936804682, 5.670817112346256]
[-0.47780590298451187, -0.12621960041378916]
[3.1905970837780213, 4.060111918365758]
[-0.16772924808534653, -3.4877073670751044]
[0.6279784433812702, -5.254338355905733]
[-0.5361941097280332, -2.2433012035983624]
[-1.4417686563761394, 1.774116598859003]
[-0.4776015707746978, -0.12608913764918414]
[-0.8813743436449253, 4.822866074528367]
[0.8430849215962415, -4.000525809549316]
[0.6152838798646256, -6.658044315408264]
[-5.1973104514504325, 3.7547351198603853]
[-5.541733217656661, 5.671367817974976]
[2.4152094117592973, 2.7332321445553176]
[-3.262803760558542, 5.031679732282615]
[2.0243089601969206, 3.7128757242479264]
[-4.993855006960661, -6.042082389324393]
[-7.550155162282493, 5.973031978999939]
[3.3342328916770176, 1.9827322314515397]
[2.1969151689055737, 2.911993010201933]
[4.197929824579378, 5.147934098620076]
[4.66977547220421, 3.9368768237924607]
[0.09266625173119712, -5.188862122177508]
[1.1799127545078523, -5.5127922797227455]
[3.97656069288683, 4.517234573192785]
[2.77200493130764, -0.11046294986877594]
[-4.1619968722461484, 5.734358798856214]
[0.009555859095903877, -5.235993998117728]
[4.1979198631770815, 5.14792173476868]
[-4.580613417768565, 2.3925915200852543]
[-8.067086478505827, 3.186159016855255]
[1.7602074521802644, -0.461570073417826]
[-1.3428185349601598, -0.015847161592559045]
[1.1836832003275513, -5.536901098922491]
[-4.633091362839737, -1.1073016366853095]
[-2.2311853628351694, 0.6425613558463242]
[4.115044567816577, 5.037132654958802]
[3.613608844818776, -0.3837136622115265]
[-2.1247103996394676, 0.9429743736697898]
[-2.066715174517489, 1.2147487458372237]
[0.9154092172945053, -0.88918456643055]
[-1.5718222567438058, 5.449287863497623]
[5.863586925235849, 3.1070237732247916]
[1.863228718119905, -6.267386207517289]
[4.198267997060397, 5.147985930829101]
[-2.233930675115717, 1.5082107444512445]
[6.036185855322753, 2.936206068248109]
[-3.6973647719749057, 3.2277471690084503]
[6.115524680312309, 2.9256399804592683]
[-0.8371719751502773, 5.302260845298524]
[4.150371593734268, 1.0464497105255712]
[1.5015457826979397, -7.536735146025212]
[-0.27108959420684586, -3.418331426163614]
[6.58441221977876, 4.237877236174784]
[3.6119346884386188, -0.38578302950562143]
[6.319093152363507, 4.386521467648757]
[0.0982565237417267, 1.7870238192221466]
[1.9589962733081374, 3.8907775054498726]
[3.0279946714123436, -1.8412291976811013]
[-3.6340696321301595, 3.273947851898964]
[1.8606252767405904, 3.826246141370249]
[1.9855507326228212, -4.807458901625155]
[2.936191905517979, -1.7916371091774497]
[4.677165188867727, 6.5387130005400325]
[6.511209563604565, 3.7679011930402173]
[6.120286118096509, 2.924178918786209]
[6.995955657333219, 5.632548497999964]
