[-7.0, -6.5]
[-1.4021171748066459, -2.451936679971404]
[1.6975213439890462, 1.5645348758011755]
[-6.038228625648315, 3.2301122277422536]
[10.084030861955588, -1.4541907110210952]
[-2.9522137171481106, -4.7882783345988456]
[5.313743751427333, -1.0522088337736974]
[0.2986887858198098, 2.1688258666420652]
[2.1831598286880576, 0.0905072191412774]
[8.857488630820386, -0.7721485092296023]
[3.3475230201026593, -2.8737191574955636]
[8.383102253774684, -5.738384027899919]
[8.248253544792293, -2.803678799240971]
[8.993251895102508, -2.180386693760554]
[9.067611764934048, 0.8122949609303972]
[-6.3663976760663905, 3.2948877257528753]
[6.27701680902543, -6.0762338813480445]
[-3.806845247318747, -5.348710605478369]
[0.8985227246482766, -3.126046713900367]
[9.51714201694595, -0.6405980968491378]
[5.474024167289625, 0.16848292323547867]
[0.7305603156832001, -4.622460264577187]
[-0.25643432815546024, 5.939682263142052]
[4.671951243751246, -1.4841498594797482]
[4.473225394809913, 0.8847791278238026]
[8.493414236725583, 2.31610942660799]
[9.117918425055445, 3.6436330530713787]
