[-7.0, -6.5]
[3.3945003634372064, -3.7833792131204285]
[0.6597978250449943, 4.383440616659308]
[4.284699538731882, -5.0081318688055605]
[0.7152533184191149, 2.2315473769997007]
[-5.363196073569467, -3.8192329891626082]
[3.921830882058906, -2.187368322291865]
[-5.780529321168111, -6.389744660422738]
[-6.742262884899239, -1.3193086407811274]
[-0.3993206618767115, 2.409818264449945]
[-8.916024924740606, 5.006960202017777]
[4.264445004663009, -5.485703326180456]
[-6.913855071095609, 2.1216898794073384]
[-8.033562216401341, 2.3257012932623535]
[-7.094242491184778, 4.231545274291263]
[4.611327500193311, -5.592360478472738]
[-3.791296736486666, 0.6651498692057609]
[3.436467940318689, -3.670461867912247]
[6.101017902954645, -6.823579937200997]
[-7.649034937570277, 2.521748567692619]
[3.6229295050453696, -1.8499139724648377]
[0.24828527273002307, -0.05239941144567915]
[5.52823130193927, -7.506809998725886]
[-0.3155345990325328, -2.677598117201829]
[-4.536003369185916, -6.326672950234343]
[3.526964896961023, -1.715296238663517]
[-7.4596427303961494, 3.851221970848294]
[5.931557473846055, -7.52757617518466]
[-1.3722772738530054, -2.278546618712129]
[-5.593172706471444, 3.3430356251240783]
[-8.260807321299762, -3.1768647072367906]
[-6.562248670434943, 4.532615501998375]
[-7.04150294169329, -0.690585979466412]
[0.6015242721076591, 3.4154141868165797]
[-7.684394745850735, -4.627464122408564]
[-7.644508307715706, 4.884661509104583]
[-7.15145610200564, 5.111751306573344]
[-0.8900467941590089, 2.067058591328983]
[-1.6856860056185194, 3.9397335361191743]
[3.4679420122401075, -1.6069553610570793]
[0.37878458725158703, -0.6123981448360504]
[0.8412766038946525, 4.216212142889896]
[-8.164497842113127, -2.260544515095046]
[-4.807447833425115, 5.474437396423202]
[0.28452971464845184, 4.845085900402111]
[1.870266852190249, -6.091216076171504]
[-6.455625907755037, -7.322975011868373]
[-7.820214645400565, 3.2218689996932217]
[-3.102689004782968, 3.240087898288865]
[2.8783499805878305, -1.048815535803148]
[-5.6083136783172725, -1.2126433895519286]
[-2.518806854105428, 1.788702419874694]
[3.5424551057044145, -3.3217413962574036]
[-4.772414589621006, -3.1111361219889684]
[4.475377385220912, -4.19834244396218]
[-8.770331079597941, -2.6176425122634823]
[-3.7693928690068885, 3.199315028683295]
[3.127481572731166, -1.2373666865133763]
[0.36812930746254086, 1.6748261966546616]
[-8.115181680837939, 6.164700844111045]
[-8.20530457115802, -0.641734494217061]
[5.583457086397316, -5.2508375726637695]
[-6.529942496445368, -6.009232062108834]
[-5.274605419995808, -4.730192666401732]
[-0.9707252210698952, 3.5128042774114285]
[-5.578897161032572, 6.008781127253366]
[-5.316371799769357, 1.2938867448232783]
[-0.9535314462432788, -0.7698712218620616]
[-0.8222269843505323, 3.2350920204889335]
[-7.351440747929554, -1.1416594970574732]
[1.9556108240605914, -5.196216342703527]
[-4.968262671137406, 1.8592598409461711]
[-2.3668058886486447, 6.1766695785902135]
[0.8801677652396832, 5.077636021532353]
[2.0380719006557926, -0.4050897899820154]
[4.052030194674393, -5.573234607425558]
[1.8954125045642136, -4.945128080938253]
[-3.282021982266561, 2.1235969840778655]
[2.9276582885336104, 0.009332215938494532]
[-8.850280982783868, -1.7099450664302143]
[0.47929860854542916, -5.141853119310115]
[1.0352080526852512, 2.443223534949506]
[0.9188062796738009, 6.577601200216856]
[-0.3649765834766803, -1.1732056243143016]
[-6.665395584146187, 1.3458966374432026]
[-8.950268691865938, 1.9645091524172538]
[-0.5693333599547948, 4.940078810991882]
[1.6386620633288298, 0.7066189741649213]
[-0.18604621527585224, 4.484961011625272]
[3.639919516036635, -7.5392647470764755]
[-4.766056056012593, 3.9726552194254316]
[-2.676402133236693, 1.4127894591260857]
[-6.142815908338614, -5.988542441654074]
[1.6484200999462897, -6.298302482201399]
[-6.500798782738559, 6.186354597930803]
[-8.935129538260055, -1.7031502125487843]
[0.00401425287675106, 5.162373995642198]
[0.5984038835894407, 2.160578039665209]
[-5.027724686336061, -2.3324194328922903]
[-0.7701065633807185, 1.1554045234913313]
[-0.8618408742481035, -5.786064524577821]
[-8.574053089163368, -2.3516820667380447]
[-0.8067210160430465, -5.813831802434892]
[-1.8750138797073417, -3.2994620794137495]
[0.9994619228115256, 4.484614962946165]
[-0.6473331105568338, -6.222759049692946]
[4.273657165296243, -5.816514020331399]
[-0.39464463105241715, 2.636943910958502]
[2.9296334092781455, -4.191598401200579]
[-1.6150755438958517, -1.1885204128882976]
[6.938596455491617, -4.721062697278999]
[4.343972955166602, 1.024134764544479]
[7.986372645603618, -4.294958848562283]
[-5.699795618118793, 2.822849950633416]
[-5.002690836040596, 6.559694567362251]
[5.657871424686807, 0.4037651693564187]
[5.822712057795632, 0.6617666958399108]
[0.5003368706794584, -5.648725032569255]
[0.976508624253092, 4.415902437568136]
[-0.754078626277492, -5.890449207559214]
[-5.728200747423032, -2.3713103171963175]
[-6.305930326251081, -6.56643417273323]
[-1.8644012664199014, -3.7383625559417974]
[0.8828666231484287, -0.7401765041647407]
[3.3795197381950004, -3.9414947146807573]
[0.7577177042732902, 3.6221493081320526]
[-4.808597894397366, -4.065415226374725]
[5.80647947563077, 0.7605032147031886]
[2.8621014761969628, -0.06100995972734853]
[1.759251143185138, -0.3601810085807571]
[0.19296505894167332, 3.1535082050165966]
[-0.957441683541453, 5.317040871349663]
[-1.3979200762154476, 5.3941824886546526]
[-7.579681213267915, 1.4793073320494288]
[0.6056114957447607, 3.683843282358513]
[-2.1120609533341543, -5.985471664547698]
[-7.698270581501976, -3.0571679486335075]
[0.5275098142969595, 3.6062041975100545]
[-8.21210085660661, -7.110820171151221]
[1.3186832331693068, -2.6840621712908863]
[-5.678323502805657, 1.5013530144447298]
[-1.394417757859269, 4.415837759727481]
[-7.123139964632017, -2.213828557392906]
[-5.35373655595642, -7.429938337350872]
[-2.089002625032835, -2.7441053837734772]
[-5.680480352177686, -3.3281447635469315]
[0.8857060572601748, 4.043609203096712]
[5.7756026579511355, 0.9090190057890012]
[2.179941967513232, -4.977707826469994]
[-8.435881021389642, -3.9664875843103617]
[-4.932230946370142, -6.012104532633888]
[1.2184850546243644, -2.571845563438103]
[-7.809728617352166, 6.64948610052567]
[2.913963092689964, 1.5995976316642968]
[1.4576397849937424, -4.6170326789665666]
[-5.3055435599225635, -3.4041307898205457]
[-9.013121492491955, -7.0452734414134985]
[2.088913323908802, -6.856485590172734]
[-4.574843571267101, -7.2404140506276375]
[9.719562298104217, -5.016811068981561]
[-2.869162364916037, 5.630681603425373]
[-2.380693095649037, 1.2663557062644824]
[-8.091234190735287, -2.8725088213915604]
[5.770670912365704, 0.5369034992990039]
[-0.393548515444857, 3.159850405088487]
[5.938671213617168, 0.9466776051609601]
[-1.9887678578838988, 1.9089503788622528]
[-3.562533979456036, -5.579857741702554]
[0.866215157675223, 5.516502240398751]
[7.0903166642755995, -4.887766411884676]
[2.8423407274047148, -4.847070100781404]
[-5.14020381478783, 6.100757445052016]
[-7.583282494523673, -5.81932827268159]
[1.6663015014563207, 1.14081994037589]
[4.334405525106215, -0.37926442896778395]
[1.0965146443929052, -1.912927988373142]
[-7.406183120817484, -2.365097591560513]
[-4.569300679371457, -6.423635032123582]
[5.813263723480249, 0.880635483037729]
[0.5860365898672563, -6.372016710863482]
[-4.551624798738238, 1.8921594212390451]
[-5.779380419024421, 5.001645960714088]
[9.246799932082872, -4.318444856561323]
[-1.0041982054462377, -0.9715411648580142]
[-3.166050183240023, -1.3781442505180976]
[0.49247565227543705, -0.9073253927907616]
[1.9640248190637226, -5.2041617939977165]
[-2.8942429302165578, 5.772088753480051]
[-4.941972084642497, -3.951423575880041]
[-5.686351813189934, 0.16601416340502637]
[-7.580239715661063, 0.7201692770239595]
[-2.382963777803093, 1.8438177525059083]
[5.686550269872405, -0.6785454212011206]
[4.899233179796686, 1.1972383375174918]
[-7.8054378346593385, -3.7076769996083367]
[9.400122964887633, -3.7153488342739402]
[-6.019655399073263, -1.735019565357882]
[0.8029885664529889, -6.614825347918949]
[5.796814757314356, 1.1246833523766215]
[-5.285125909532338, 4.070342129495156]
[-0.2665996441560829, 5.541216490188039]
[-1.263196946754188, -1.659957137340672]
[7.90495298325161, -3.493292608606575]
[-7.280558588975032, 2.4517965364026355]
[-3.5254914148031054, -5.5323154141496005]
[3.0490931650276636, -3.656725271464323]
[5.8900275476322586, 1.0238671359319171]
[-6.405941518055642, -6.585841129738896]
[-5.9130123838576285, -1.0711629213884053]
[9.300155644004331, -3.8971097653530378]
[-8.16724380172333, 5.568101380434275]
[1.6130669726172342, 0.8868571224677958]
[1.9071328753084857, -4.517110535785561]
[3.944998919677407, -2.806639967776275]
[-2.0470098930356584, 3.2962165267350283]
[0.6059468350876458, 2.071568963446546]
[-2.144857514737125, 4.718783957969569]
[9.415644213126065, -3.598253912164909]
[-3.664776275664198, 2.1527902317601333]
[0.5355058608423828, -1.276375392265656]
[4.411112300375541, -5.49940766965049]
[1.6160172032606173, -3.3954080906497315]
[1.197267764015576, -3.6989110241959127]
[-6.028617046891893, -0.27712630787314696]
[-3.7569300154581806, -4.33795042070702]
[-6.344438534383795, -1.792726841133368]
[1.0625261477786652, 6.113345210194141]
[1.9121630130168963, -5.030763375956754]
[2.2740703373438977, 0.007399547265195433]
[1.934062054520612, -5.316515601499639]
[-0.10590387475281353, 3.840263161601551]
[5.866445392900335, -0.38319627207428314]
[-0.8855861094283284, 2.1273227672732764]
[5.36802715391159, -5.540543545055261]
[5.795506492741147, -4.34153714077785]
[-1.6906402188476195, 0.40857466380799]
[1.686213810283639, 1.0338414055573921]
[-0.1566945597282594, 6.494701786213248]
[6.227519494701545, -6.795997792980093]
[-2.1425719783630597, -6.012244735768246]
[2.5737453747074968, 1.798281227732374]
[4.648648283742898, -6.698154574647865]
[-7.06682152928626, -3.6450619742043653]
[-5.2684178581899, 5.416323999289377]
[-5.842873062075966, 1.6960116054035297]
[0.4316406796609349, -5.824966314504895]
[-0.8302607382718777, 1.4755263272801917]
[0.024623717629409417, 6.00286733316885]
[-3.474212595834381, -3.210196930114882]
[4.379466863823122, -1.01172599305035]
[-3.2533131413866063, 2.193678574382505]
[5.113110788708474, 0.07137406573554614]
[-6.438436756427701, -5.246704813599319]
[-1.2256368845039263, -4.9741580683507545]
[6.582154691553039, -3.8635785343429867]
[1.8936615645150543, -6.059357936468408]
[5.172653256073217, -0.263078219431255]
[-3.9430088978871782, -2.2791055633569997]
[-7.902283864138539, -2.428381517057611]
[-6.6248675144059765, -2.9915451538362325]
[-7.413786163873247, 0.3257569486710127]
[4.579589381976861, 1.3787202417089295]
[-5.352398777699553, -7.431692530427332]
[-6.272094041835051, -6.761031227859869]
[0.3982907068537232, 2.1755110624917813]
[-4.795502327955777, 5.2474789406983815]
[-6.951476906920588, 1.4528747426588131]
[8.038664129691526, -4.22477207798827]
[7.1795784176905135, -5.500506609711371]
[-7.507865237314025, -6.2490127587525315]
[-8.016088187268737, -6.04349873266498]
[-0.6436800127074145, -3.5148364688922604]
[0.6322813672679666, -6.367905969527683]
[-7.44924783138504, 3.754480907654612]
[-6.060720779441712, -5.782520769014214]
[-0.5660300608104779, 0.1661303959517509]
[9.482773141124737, -5.326451386350485]
[4.068593399150627, -4.2129802861524706]
[1.9226507840927833, -5.862189830883584]
[-8.304001792146755, -2.9610815474543144]
[0.8115510178292117, 6.615841511293339]
[-1.2556458611697212, 5.158254233175273]
[-2.7511920256552935, 4.428499132441411]
[5.5767632072745865, -2.0498150439627003]
[0.19033770502717232, 0.9077745988107792]
[-0.4777425130666164, 3.6244302622835556]
[0.30764226358972907, -5.707097885865554]
[0.19792449142617558, -2.1717293157557136]
[5.136854294623013, -0.18833925641100385]
[-1.6264741319757234, -2.639418611896974]
[2.183445365365732, -6.642369982813275]
[1.3781734018033966, -7.245861190787058]
[4.5442515666228385, -0.641377379209472]
[-5.102884963218031, -5.033057638527601]
[0.20101309441016268, -5.375652111286017]
[5.765426095430287, -5.791352203095623]
[-4.954490986980787, -2.8894111012366372]
[5.697630413727105, 1.0180317892921877]
[4.716593791418656, -0.07461141236923803]
[-0.26400746650826157, -0.5202713561168827]
[-3.708354290035121, -4.2959362049846295]
[-9.08939098659032, 1.9788754266940118]
[-0.7580507180150209, -1.0845153398100118]
[-5.806170896204386, -1.4588010573524663]
[-3.7840076250464607, 5.536448327074313]
[2.136682128233044, 1.0715062449090622]
[0.04095241928001922, 5.761674994377114]
[-4.517121213170099, 1.3813859681608727]
[-2.5472660449974263, 5.8218231364796145]
[-8.889397771943363, 5.044274010641168]
[4.3040382133009105, -7.128880775477126]
[5.397917556600028, -7.4625864476110255]
[3.597824886902395, -5.010436513680654]
[6.709123873468282, -3.090724430278765]
[-3.5223903709330893, 2.130223827170927]
[4.726180324241556, -0.09982563937708999]
[-2.2657612661406636, 2.385277220983929]
[-8.779309050143503, -5.543040774636982]
[-3.9517034462357303, -2.268654686945546]
[4.457205498026772, -2.8945957945806544]
[-5.383581694568655, -5.161105499961837]
[0.9500499234164924, 2.069104001747197]
[-2.5433041794647204, 6.128459688115885]
[-1.2049859123348403, -1.4959360499951275]
[2.308771375757098, -0.30502965740982696]
[0.4718461627431679, -6.283050229658139]
[-5.474326190228585, -6.495781009491846]
[0.5007119351278599, 6.094244292530719]
[6.571527350839747, -4.087943259408472]
[-7.888410736730297, 6.570485725839563]
[-1.2805771035917366, -5.9903934246267]
[-8.93516437505903, 4.492747460452851]
[-3.4068763898366394, 1.783833514007578]
[-8.048745989160878, 6.298605153998153]
[0.8556562902366432, 3.1901043534631737]
[-8.462983269933488, 5.299086858636416]
[0.3454371608314038, -3.483026855652447]
[1.9705189080579835, -6.215743088774284]
[0.6534387387096267, 6.6125217901665785]
[-4.271860162046786, 2.2233203050763226]
[-6.716327857525604, 6.643101553516399]
[3.0989975399777276, -6.067658792933833]
[-1.6161814261295255, -1.1897327530999038]
[-0.4699719511689189, -6.106275282878638]
[4.37976183475031, -7.0477238573945185]
[2.3174027354947464, 2.179733653024581]
[1.0223925147022277, -6.782069698980026]
[2.3793864017906343, -1.8089250441692528]
[-1.2611005974464733, 2.3394373961169634]
[-6.965421785472917, -7.368254963752212]
[-4.119972006837211, 5.361654856974792]
[-1.9629052340775537, 1.103438885152976]
[-0.6918880768666983, -6.438593667629715]
[-7.973082132227447, -6.868399732025002]
[4.743112887120554, -0.3189504152702923]
[-5.54591425825501, -6.699462289763797]
[0.4755919164565043, 0.5439032711697632]
[0.9809400092377212, -0.4806740132135469]
[9.834726566598214, -3.857663159790444]
[1.2172186762950068, -6.730931042759629]
[-2.071647048298429, -4.674760236451768]
[2.0804761254900193, 2.4552122086213153]
[4.8951048868957, -6.824599898230567]
[-7.543525723372682, 0.7302037640464151]
[8.213147225846447, -3.948198571633353]
[-1.7600150788700486, 2.3342731507911667]
[4.623407296819515, 1.1582817080820729]
[-1.751971582739652, -6.539011632808674]
[1.0264410407161384, 5.87600005026483]
[4.278007950566272, 1.2242654431397957]
[10.050535264779555, -4.745732201283495]
[-5.07856496392042, 1.542296178180897]
[-7.124346825177858, -1.3089194731740934]
[3.2383887478206743, -0.7456345195192084]
[0.7710514365411618, 3.698628836602719]
[-3.0585302420814333, 2.0026430018740093]
[-1.103074057009893, -7.061761945766618]
[-6.159710727677441, 1.196509177525559]
[6.598675320836895, -6.050889852025237]
[1.846893750766413, -7.0296576461298175]
[-3.8906405029596036, -4.487552271330668]
[5.796748899818955, 1.1184768799905453]
[0.802244313328675, -6.615163061013098]
[4.539045911082168, -1.6186465862884463]
[0.891736899370735, 4.800210895940354]
[4.5132404936276656, 1.6364727506117684]
[-7.425622029602679, 4.9235709723301095]
[-1.8575561741946724, -1.278345874302048]
[2.0394914847521974, 1.9692332545634172]
[5.842649242611304, 1.0575766711188943]
[0.6452294223882687, 4.3946589971842265]
[-1.295268524899402, -7.457333764488895]
[8.024912908743872, -3.7605318579986324]
[4.209832747832089, -3.595858096066084]
[-5.28088305357156, -2.201328855455769]
[9.425490445820655, -6.6197518409898795]
[-0.68208057284973, 1.2164609533420805]
[-4.642733134664854, 0.7951312661907316]
[0.3539939130747786, 2.857684926065164]
[-0.024487446150873043, 3.7695016576737643]
[5.611740981670243, -7.512622961398382]
[4.895429699114531, 0.5674815323584443]
[-4.38513460479308, 2.35136714405888]
[2.332273549295315, -0.8209878029403643]
[3.338536819335643, -0.7246584573621886]
[-0.6166870048649616, -2.062260656774338]
[5.814204710383059, 0.8676019234477859]
[-8.90825131490363, 1.0455455989040574]
[-7.888083498254039, -6.09945003567413]
[1.676704006296402, -0.5643985889700376]
[5.804789747470224, 1.0920395934703593]
[0.5415093274882165, 0.7956940887229779]
[3.4908775935190106, -3.499141627565568]
[4.994136427251424, -0.171270096890193]
[5.158122360473566, -6.478338120319034]
[-0.6854227737517822, -2.851202544282315]
[-1.654169140393428, 4.826493320743838]
[1.8002767345326385, -4.032608753592807]
[-0.871290120666327, -7.183714028781761]
[8.911188431031091, -2.510553368968464]
[4.790586571201709, 0.4810504146443302]
[-6.327377649918925, 2.682420328106928]
[-4.732261871470564, -4.576451299906365]
[-3.376042369542692, 3.497062442778701]
[-3.442736396082087, 6.222564381712396]
[8.496614049779138, -0.9976821954925936]
[-3.94525553948791, -5.235316730292254]
[-0.6883853026229737, -0.47402682783709205]
[5.823733358428341, 1.062292519483909]
[-8.965229955146613, -1.873109373325574]
[-9.098969188259714, -4.62210417764122]
[8.761875098564367, -1.2218273698343998]
[9.425457283055312, -6.619510669410033]
[3.743109402245396, -6.427131148030731]
[1.6619484191650353, 2.7889831553244693]
[4.499998707055743, 1.197145121454828]
